"","x"
"4887","4"
"4888","4"
"4889","4"
"4890","4"
"4891","4"
"4892","4"
"4893","4"
"4894","1"
"4895","4"
"4896","4"
"4897","4"
"4898","3"
"4899","4"
"4900","4"
"4901","4"
"4902","4"
"4903","4"
"4904","4"
"4905","4"
"4906","4"
"4907","4"
"4908","4"
"4909","4"
"4910","4"
"4911","4"
"4912","4"
"4913","4"
"4914","4"
"4915","4"
"4916","4"
"4917","4"
"4918","4"
"4919","4"
"4920","4"
"4921","2"
"4922","4"
"4923","4"
"4924","4"
"4925","4"
"4926","4"
"4927","4"
"4928","4"
"4929","4"
"4930","4"
"4931","4"
"4932","4"
"4933","1"
"4934","4"
"4935","4"
"4936","4"
"4937","4"
"4938","4"
"4939","4"
"4940","4"
"4941","1"
"4942","4"
"4943","4"
"4944","4"
"4945","4"
"4946","4"
"4947","4"
"4948","4"
"4949","4"
"4950","4"
"4951","1"
"4952","4"
"4953","2"
"4954","4"
"4955","4"
"4956","4"
"4957","4"
"4958","4"
"4959","4"
"4960","4"
"4961","4"
"4962","4"
"4963","4"
"4964","1"
"4965","4"
"4966","4"
"4967","2"
"4968","4"
"4969","4"
"4970","4"
"4971","4"
"4972","4"
"4973","4"
"4974","4"
"4975","4"
"4976","4"
"4977","4"
"4978","4"
"4979","2"
"4980","4"
"4981","4"
"4982","3"
"4983","4"
"4984","4"
"4985","4"
"4986","4"
"4987","4"
"4988","4"
"4989","4"
"4990","4"
"4991","4"
"4992","4"
"4993","4"
"4994","4"
"4995","4"
"4996","4"
"4997","4"
"4998","4"
"4999","4"
"5000","4"
"5001","4"
"5002","4"
"5003","4"
"5004","4"
"5005","4"
"5006","4"
"5007","4"
"5008","4"
"5009","4"
"5010","4"
"5011","4"
"5012","4"
"5013","4"
"5014","4"
"5015","4"
"5016","4"
"5017","4"
"5018","4"
"5019","4"
"5020","4"
"5021","4"
"5022","4"
"5023","4"
"5024","4"
"5025","4"
"5026","4"
"5027","4"
"5028","4"
"5029","4"
"5030","4"
"5031","4"
"5032","4"
"5033","4"
"5034","4"
"5035","4"
"5036","4"
"5037","4"
"5038","4"
"5039","4"
"5040","4"
"5041","4"
"5042","4"
"5043","4"
"5044","4"
"5045","4"
"5046","4"
"5047","4"
"5048","4"
"5049","4"
"5050","4"
"5051","4"
"5052","4"
"5053","4"
"5054","4"
"5055","4"
"5056","4"
"5057","4"
"5058","4"
"5059","2"
"5060","4"
"5061","4"
"5062","4"
"5063","4"
"5064","4"
"5065","4"
"5066","1"
"5067","1"
"5068","4"
"5069","4"
"5070","4"
"5071","4"
"5072","4"
"5073","4"
"5074","4"
"5075","4"
"5076","4"
"5077","4"
"5078","4"
"5079","4"
"5080","4"
"5081","4"
"5082","4"
"5083","4"
"5084","4"
"5085","4"
"5086","4"
"5087","4"
"5088","4"
"5089","4"
"5090","4"
"5091","4"
"5092","4"
"5093","4"
"5094","4"
"5095","1"
"5096","4"
"5097","4"
"5098","4"
"5099","4"
"5100","4"
"5101","4"
"5102","4"
"5103","4"
"5104","4"
"5105","4"
"5106","4"
"5107","4"
"5108","4"
"5109","4"
"5110","4"
"5111","4"
"5112","4"
"5113","4"
"5114","4"
"5115","4"
"5116","4"
"5117","4"
"5118","4"
"5119","4"
"5120","4"
"5121","4"
"5122","4"
"5123","4"
"5124","1"
"5125","4"
"5126","4"
"5127","4"
"5128","4"
"5129","4"
"5130","4"
"5131","4"
"5132","4"
"5133","4"
"5134","4"
"5135","4"
"5136","4"
"5137","4"
"5138","4"
"5139","4"
"5140","4"
"5141","4"
"5142","4"
"5143","4"
"5144","4"
"5145","4"
"5146","4"
"5147","4"
"5148","4"
"5149","4"
"5150","4"
"5151","3"
"5152","3"
"5153","4"
"5154","4"
"5155","4"
"5156","4"
"5157","4"
"5158","4"
"5159","4"
"5160","4"
"5161","4"
"5162","4"
"5163","4"
"5164","4"
"5165","1"
"5166","4"
"5167","4"
"5168","4"
"5169","4"
"5170","4"
"5171","2"
"5172","2"
"5173","4"
"5174","4"
"5175","4"
"5176","4"
"5177","4"
"5178","4"
"5179","4"
"5180","4"
"5181","4"
"5182","4"
"5183","4"
"5184","4"
"5185","4"
"5186","4"
"5187","4"
"5188","4"
"5189","4"
"5190","4"
"5191","4"
"5192","4"
"5193","4"
"5194","4"
"5195","4"
"5196","4"
"5197","4"
"5198","2"
"5199","2"
"5200","2"
"5201","4"
"5202","4"
"5203","4"
"5204","4"
"5205","1"
"5206","4"
"5207","4"
"5208","4"
"5209","4"
"5210","3"
"5211","4"
"5212","4"
"5213","4"
"5214","4"
"5215","4"
"5216","4"
"5217","4"
"5218","4"
"5219","4"
"5220","4"
"5221","4"
"5222","4"
"5223","4"
"5224","4"
"5225","4"
"5226","4"
"5227","4"
"5228","3"
"5229","4"
"5230","4"
"5231","4"
"5232","4"
"5233","4"
"5234","4"
"5235","4"
"5236","4"
"5237","4"
"5238","4"
"5239","4"
"5240","4"
"5241","4"
"5242","4"
"5243","4"
"5244","4"
"5245","4"
"5246","4"
"5247","4"
"5248","4"
"5249","4"
"5250","4"
"5251","4"
"5252","4"
"5253","4"
"5254","4"
"5255","4"
"5256","4"
"5257","4"
"5258","4"
"5259","4"
"5260","4"
"5261","4"
"5262","4"
"5263","4"
"5264","4"
"5265","4"
"5266","4"
"5267","4"
"5268","4"
"5269","4"
"5270","4"
"5271","4"
"5272","4"
"5273","4"
"5274","4"
"5275","4"
"5276","4"
"5277","4"
"5278","4"
"5279","4"
"5280","4"
"5281","4"
"5282","4"
"5283","4"
"5284","4"
"5285","4"
"5286","4"
"5287","4"
"5288","4"
"5289","4"
"5290","2"
"5291","4"
"5292","4"
"5293","4"
"5294","4"
"5295","4"
"5296","4"
"5297","4"
"5298","4"
"5299","4"
"5300","4"
"5301","4"
"5302","4"
"5303","4"
"5304","4"
"5305","4"
"5306","4"
"5307","4"
"5308","4"
"5309","4"
"5310","4"
"5311","4"
"5312","4"
"5313","4"
"5314","4"
"5315","4"
"5316","4"
"5317","4"
"5318","4"
"5319","4"
"5320","4"
"5321","4"
"5322","4"
"5323","4"
"5324","4"
"5325","4"
"5326","4"
"5327","4"
"5328","4"
"5329","4"
"5330","4"
"5331","4"
"5332","4"
"5333","4"
"5334","4"
"5335","4"
"5336","4"
"5337","4"
"5338","4"
"5339","4"
"5340","4"
"5341","4"
"5342","4"
"5343","4"
"5344","4"
"5345","4"
"5346","4"
"5347","4"
"5348","4"
"5349","4"
"5350","4"
"5351","4"
"5352","4"
"5353","4"
"5354","4"
"5355","4"
"5356","4"
"5357","4"
"5358","4"
"5359","4"
"5360","4"
"5361","4"
"5362","4"
"5363","4"
"5364","4"
"5365","4"
"5366","4"
"5367","4"
"5368","4"
"5369","4"
"5370","4"
"5371","4"
"5372","4"
"5373","4"
"5374","4"
"5375","4"
"5376","4"
"5377","4"
"5378","4"
"5379","4"
"5380","4"
"5381","4"
"5382","4"
"5383","4"
"5384","4"
"5385","4"
"5386","4"
"5387","4"
"5388","4"
"5389","4"
"5390","4"
"5391","4"
"5392","4"
"5393","4"
"5394","4"
"5395","4"
"5396","4"
"5397","4"
"5398","4"
"5399","4"
"5400","4"
"5401","4"
"5402","4"
"5403","4"
"5404","4"
"5405","4"
"5406","4"
"5407","4"
"5408","4"
"5409","4"
"5410","4"
"5411","4"
"5412","4"
"5413","4"
"5414","4"
"5415","4"
"5416","4"
"5417","4"
"5418","4"
"5419","4"
"5420","4"
"5421","4"
"5422","4"
"5423","4"
"5424","4"
"5425","4"
"5426","4"
"5427","4"
"5428","4"
"5429","4"
"5430","4"
"5431","4"
"5432","4"
"5433","4"
"5434","4"
"5435","4"
"5436","4"
"5437","4"
"5438","4"
"5439","4"
"5440","4"
"5441","4"
"5442","4"
"5443","4"
"5444","4"
"5445","4"
"5446","4"
"5447","4"
"5448","4"
"5449","4"
"5450","4"
"5451","4"
"5452","4"
"5453","4"
"5454","4"
"5455","4"
"5456","4"
"5457","4"
"5458","4"
"5459","4"
"5460","4"
"5461","4"
"5462","4"
"5463","4"
"5464","4"
"5465","4"
"5466","4"
"5467","4"
"5468","4"
"5469","4"
"5470","4"
"5471","4"
"5472","4"
"5473","4"
"5474","4"
"5475","4"
"5476","4"
"5477","4"
"5478","4"
"5479","4"
"5480","4"
"5481","4"
"5482","4"
"5483","4"
"5484","4"
"5485","4"
"5486","4"
"5487","4"
"5488","4"
"5489","4"
"5490","4"
"5491","4"
"5492","4"
"5493","4"
"5494","4"
"5495","4"
"5496","2"
"5497","4"
"5498","4"
"5499","4"
"5500","4"
"5501","4"
"5502","4"
"5503","4"
"5504","4"
"5505","4"
"5506","4"
"5507","4"
"5508","4"
"5509","4"
"5510","4"
"5511","1"
"5512","4"
"5513","4"
"5514","4"
"5515","4"
"5516","4"
"5517","4"
"5518","4"
"5519","4"
"5520","4"
"5521","4"
"5522","4"
"5523","4"
"5524","4"
"5525","4"
"5526","4"
"5527","4"
"5528","4"
"5529","4"
"5530","4"
"5531","4"
"5532","4"
"5533","4"
"5534","4"
"5535","4"
"5536","4"
"5537","4"
"5538","4"
"5539","4"
"5540","1"
"5541","4"
"5542","4"
"5543","4"
"5544","4"
"5545","4"
"5546","4"
"5547","4"
"5548","4"
"5549","4"
"5550","4"
"5551","4"
"5552","4"
"5553","4"
"5554","2"
"5555","4"
"5556","4"
"5557","4"
"5558","4"
"5559","4"
"5560","4"
"5561","4"
"5562","4"
"5563","4"
"5564","4"
"5565","4"
"5566","4"
"5567","1"
"5568","4"
"5569","4"
"5570","4"
"5571","4"
"5572","4"
"5573","4"
"5574","4"
"5575","4"
"5576","4"
"5577","4"
"5578","2"
"5579","2"
"5580","2"
"5581","4"
"5582","4"
"5583","4"
"5584","4"
"5585","4"
"5586","4"
"5587","4"
"5588","4"
"5589","4"
"5590","4"
"5591","4"
"5592","4"
"5593","4"
"5594","4"
"5595","4"
"5596","4"
"5597","4"
"5598","4"
"5599","4"
"5600","4"
"5601","4"
"5602","4"
"5603","2"
"5604","4"
"5605","4"
"5606","4"
"5607","4"
"5608","4"
"5609","4"
"5610","4"
"5611","4"
"5612","4"
"5613","4"
"5614","4"
"5615","4"
"5616","4"
"5617","4"
"5618","4"
"5619","4"
"5620","4"
"5621","4"
"5622","4"
"5623","4"
"5624","4"
"5625","4"
"5626","4"
"5627","4"
"5628","4"
"5629","4"
"5630","4"
"5631","4"
"5632","4"
"5633","4"
"5634","4"
"5635","4"
"5636","4"
"5637","4"
"5638","4"
"5639","4"
"5640","4"
"5641","4"
"5642","4"
"5643","4"
"5644","4"
"5645","4"
"5646","4"
"5647","4"
"5648","4"
"5649","4"
"5650","4"
"5651","4"
"5652","4"
"5653","4"
"5654","4"
"5655","4"
"5656","4"
"5657","4"
"5658","4"
"5659","4"
"5660","4"
"5661","4"
"5662","4"
"5663","4"
"5664","4"
"5665","4"
"5666","4"
"5667","4"
"5668","4"
"5669","4"
"5670","1"
"5671","1"
"5672","1"
"5673","4"
"5674","4"
"5675","4"
"5676","4"
"5677","4"
"5678","4"
"5679","4"
"5680","4"
"5681","4"
"5682","4"
"5683","4"
"5684","4"
"5685","4"
"5686","4"
"5687","4"
"5688","4"
"5689","4"
"5690","4"
"5691","4"
"5692","4"
"5693","4"
"5694","4"
"5695","4"
"5696","4"
"5697","4"
"5698","4"
"5699","4"
"5700","4"
"5701","4"
"5702","4"
"5703","4"
"5704","4"
"5705","4"
"5706","4"
"5707","4"
"5708","4"
"5709","4"
"5710","4"
"5711","4"
"5712","4"
"5713","4"
"5714","4"
"5715","4"
"5716","4"
"5717","4"
"5718","4"
"5719","4"
"5720","4"
"5721","4"
"5722","4"
"5723","4"
"5724","4"
"5725","4"
"5726","4"
"5727","4"
"5728","4"
"5729","4"
"5730","4"
"5731","4"
"5732","4"
"5733","4"
"5734","4"
"5735","4"
"5736","4"
"5737","4"
"5738","4"
"5739","4"
"5740","4"
"5741","4"
"5742","4"
"5743","4"
"5744","4"
"5745","4"
"5746","4"
"5747","4"
"5748","4"
"5749","4"
"5750","4"
"5751","2"
"5752","4"
"5753","4"
"5754","4"
"5755","4"
"5756","4"
"5757","4"
"5758","4"
"5759","4"
"5760","4"
"5761","4"
"5762","4"
"5763","4"
"5764","4"
"5765","4"
"5766","4"
"5767","4"
"5768","4"
"5769","4"
"5770","4"
"5771","4"
"5772","4"
"5773","4"
"5774","4"
"5775","4"
"5776","4"
"5777","4"
"5778","4"
"5779","4"
"5780","4"
"5781","4"
"5782","4"
"5783","4"
"5784","4"
"5785","4"
"5786","4"
"5787","4"
"5788","4"
"5789","4"
"5790","4"
"5791","4"
"5792","4"
"5793","4"
"5794","4"
"5795","4"
"5796","4"
"5797","4"
"5798","4"
"5799","4"
"5800","4"
"5801","4"
"5802","4"
"5803","4"
"5804","4"
"5805","4"
"5806","4"
"5807","4"
"5808","4"
"5809","4"
"5810","4"
"5811","4"
"5812","4"
"5813","4"
"5814","4"
"5815","4"
"5816","4"
"5817","4"
"5818","1"
"5819","1"
"5820","4"
"5821","4"
"5822","4"
"5823","4"
"5824","4"
"5825","4"
"5826","4"
"5827","4"
"5828","4"
"5829","4"
"5830","4"
"5831","4"
"5832","4"
"5833","4"
"5834","4"
"5835","4"
"5836","4"
"5837","4"
"5838","4"
"5839","4"
"5840","4"
"5841","4"
"5842","4"
"5843","4"
"5844","4"
"5845","4"
"5846","4"
"5847","4"
"5848","4"
"5849","4"
"5850","4"
"5851","4"
"5852","4"
"5853","4"
"5854","4"
"5855","4"
"5856","4"
"5857","4"
"5858","4"
"5859","4"
"5860","4"
"5861","4"
"5862","4"
"5863","4"
"5864","4"
"5865","4"
"5866","4"
"5867","4"
"5868","4"
"5869","4"
"5870","4"
"5871","4"
"5872","4"
"5873","4"
"5874","4"
"5875","4"
"5876","4"
"5877","4"
"5878","4"
"5879","4"
"5880","4"
"5881","4"
"5882","4"
"5883","4"
"5884","4"
"5885","4"
"5886","4"
"5887","4"
"5888","4"
"5889","4"
"5890","4"
"5891","1"
"5892","4"
"5893","4"
"5894","4"
"5895","4"
"5896","4"
"5897","4"
"5898","4"
"5899","4"
"5900","4"
"5901","4"
"5902","4"
"5903","4"
"5904","4"
"5905","4"
"5906","4"
"5907","4"
"5908","4"
"5909","4"
"5910","4"
"5911","4"
"5912","4"
"5913","4"
"5914","4"
"5915","4"
"5916","4"
"5917","4"
"5918","4"
"5919","4"
"5920","4"
"5921","4"
"5922","4"
"5923","4"
"5924","4"
"5925","4"
"5926","4"
"5927","4"
"5928","4"
"5929","4"
"5930","4"
"5931","4"
"5932","4"
"5933","4"
"5934","4"
"5935","4"
"5936","4"
"5937","4"
"5938","4"
"5939","4"
"5940","4"
"5941","4"
"5942","4"
"5943","4"
"5944","4"
"5945","4"
"5946","4"
"5947","4"
"5948","4"
"5949","4"
"5950","4"
"5951","4"
"5952","4"
"5953","4"
"5954","4"
"5955","4"
"5956","4"
"5957","4"
"5958","1"
"5959","4"
"5960","4"
"5961","4"
"5962","4"
"5963","4"
"5964","4"
"5965","4"
"5966","4"
"5967","4"
"5968","4"
"5969","4"
"5970","4"
"5971","4"
"5972","4"
"5973","4"
"5974","4"
"5975","4"
"5976","4"
"5977","4"
"5978","4"
"5979","4"
"5980","4"
"5981","4"
"5982","4"
"5983","4"
"5984","4"
"5985","4"
"5986","4"
"5987","4"
"5988","4"
"5989","4"
"5990","4"
"5991","4"
"5992","4"
"5993","4"
"5994","4"
"5995","4"
"5996","4"
"5997","4"
"5998","4"
"5999","4"
"6000","4"
"6001","4"
"6002","4"
"6003","4"
"6004","4"
"6005","4"
"6006","4"
"6007","4"
"6008","4"
"6009","4"
"6010","4"
"6011","4"
"6012","4"
"6013","4"
"6014","4"
"6015","4"
"6016","4"
"6017","4"
"6018","4"
"6019","4"
"6020","4"
"6021","4"
"6022","4"
"6023","4"
"6024","4"
"6025","4"
"6026","1"
"6027","1"
"6028","4"
"6029","4"
"6030","4"
"6031","4"
"6032","4"
"6033","4"
"6034","4"
"6035","4"
"6036","4"
"6037","4"
"6038","4"
"6039","4"
"6040","4"
"6041","4"
"6042","4"
"6043","4"
"6044","4"
"6045","4"
"6046","4"
"6047","4"
"6048","4"
"6049","4"
"6050","4"
"6051","4"
"6052","4"
"6053","4"
"6054","4"
"6055","4"
"6056","4"
"6057","4"
"6058","4"
"6059","4"
"6060","4"
"6061","4"
"6062","4"
"6063","4"
"6064","1"
"6065","1"
"6066","1"
"6067","1"
"6068","1"
"6069","1"
"6070","1"
"6071","1"
"6072","1"
"6073","1"
"6074","1"
"6075","1"
"6076","1"
"6077","1"
"6078","1"
"6079","1"
"6080","1"
"6081","1"
"6082","1"
"6083","1"
"6084","1"
"6085","1"
"6086","1"
"6087","1"
"6088","1"
"6089","1"
"6090","1"
"6091","1"
"6092","1"
"6093","1"
"6094","1"
"6095","1"
"6096","1"
"6097","1"
"6098","1"
"6099","1"
"6100","1"
"6101","1"
"6102","1"
"6103","1"
"6104","1"
"6105","1"
"6106","1"
"6107","1"
"6108","1"
"6109","1"
"6110","1"
"6111","1"
"6112","1"
"6113","1"
"6114","1"
"6115","1"
"6116","1"
"6117","1"
"6118","1"
"6119","1"
"6120","1"
"6121","1"
"6122","1"
"6123","1"
"6124","1"
"6125","1"
"6126","1"
"6127","1"
"6128","1"
"6129","1"
"6130","1"
"6131","1"
"6132","1"
"6133","1"
"6134","1"
"6135","1"
"6136","1"
"6137","1"
"6138","1"
"6139","1"
"6140","1"
"6141","1"
"6142","1"
"6143","1"
"6144","1"
"6145","1"
"6146","1"
"6147","1"
"6148","1"
"6149","1"
"6150","1"
"6151","1"
"6152","1"
"6153","1"
"6154","1"
"6155","1"
"6156","1"
"6157","1"
"6158","1"
"6159","1"
"6160","1"
"6161","1"
"6162","1"
"6163","1"
"6164","1"
"6165","1"
"6166","1"
"6167","1"
"6168","1"
"6169","1"
"6170","1"
"6171","1"
"6172","1"
"6173","1"
"6174","1"
"6175","1"
"6176","1"
"6177","1"
"6178","1"
"6179","1"
"6180","1"
"6181","1"
"6182","1"
"6183","1"
"6184","1"
"6185","1"
"6186","1"
"6187","4"
"6188","4"
"6189","4"
"6190","4"
"6191","4"
"6192","1"
"6193","4"
"6194","4"
"6195","4"
"6196","4"
"6197","4"
"6198","4"
"6199","4"
"6200","4"
"6201","4"
"6202","4"
"6203","4"
"6204","4"
"6205","4"
"6206","4"
"6207","4"
"6208","4"
"6209","4"
"6210","4"
"6211","4"
"6212","4"
"6213","4"
"6214","4"
"6215","4"
"6216","4"
"6217","4"
"6218","4"
"6219","4"
"6220","4"
"6221","1"
"6222","1"
"6223","4"
"6224","4"
"6225","4"
"6226","4"
"6227","4"
"6228","4"
"6229","4"
"6230","4"
"6231","4"
"6232","4"
"6233","4"
"6234","1"
"6235","1"
"6236","4"
"6237","4"
"6238","4"
"6239","4"
"6240","4"
"6241","4"
"6242","4"
"6243","4"
"6244","4"
"6245","4"
"6246","4"
"6247","4"
"6248","4"
"6249","4"
"6250","4"
"6251","4"
"6252","4"
"6253","4"
"6254","4"
"6255","4"
"6256","4"
"6257","4"
"6258","4"
"6259","4"
"6260","4"
"6261","4"
"6262","4"
"6263","4"
"6264","4"
"6265","4"
"6266","4"
"6267","4"
"6268","4"
"6269","4"
"6270","4"
"6271","4"
"6272","4"
"6273","4"
"6274","4"
"6275","4"
"6276","4"
"6277","4"
"6278","4"
"6279","4"
"6280","4"
"6281","4"
"6282","4"
"6283","4"
"6284","4"
"6285","4"
"6286","4"
"6287","4"
"6288","4"
"6289","4"
"6290","4"
"6291","4"
"6292","4"
"6293","4"
"6294","4"
"6295","4"
"6296","4"
"6297","4"
"6298","4"
"6299","4"
"6300","4"
"6301","4"
"6302","4"
"6303","4"
"6304","4"
"6305","4"
"6306","4"
"6307","4"
"6308","4"
"6309","4"
"6310","4"
"6311","4"
"6312","4"
"6313","4"
"6314","4"
"6315","4"
"6316","4"
"6317","4"
"6318","4"
"6319","4"
"6320","4"
"6321","4"
"6322","4"
"6323","4"
"6324","4"
"6325","4"
"6326","4"
"6327","4"
"6328","4"
"6329","4"
"6330","4"
"6331","4"
"6332","4"
"6333","4"
"6334","4"
"6335","4"
"6336","4"
"6337","4"
"6338","4"
"6339","4"
"6340","4"
"6341","4"
"6342","4"
"6343","4"
"6344","4"
"6345","4"
"6346","4"
"6347","4"
"6348","4"
"6349","4"
"6350","4"
"6351","4"
"6352","4"
"6353","4"
"6354","4"
"6355","4"
"6356","4"
"6357","4"
"6358","4"
"6359","4"
"6360","4"
"6361","4"
"6362","4"
"6363","4"
"6364","4"
"6365","4"
"6366","4"
"6367","4"
"6368","4"
"6369","4"
"6370","4"
"6371","4"
"6372","4"
"6373","4"
"6374","4"
"6375","4"
"6376","4"
"6377","4"
"6378","4"
"6379","4"
"6380","4"
"6381","4"
"6382","4"
"6383","4"
"6384","4"
"6385","4"
"6386","4"
"6387","4"
"6388","4"
"6389","4"
"6390","4"
"6391","4"
"6392","4"
"6393","4"
"6394","4"
"6395","4"
"6396","4"
"6397","4"
"6398","4"
"6399","4"
"6400","4"
"6401","4"
"6402","4"
"6403","4"
"6404","4"
"6405","4"
"6406","4"
"6407","4"
"6408","4"
"6409","4"
"6410","4"
"6411","4"
"6412","4"
"6413","4"
"6414","4"
"6415","4"
"6416","4"
"6417","4"
"6418","4"
"6419","4"
"6420","4"
"6421","4"
"6422","4"
"6423","4"
"6424","4"
"6425","4"
"6426","4"
"6427","4"
"6428","4"
"6429","4"
"6430","4"
"6431","4"
"6432","4"
"6433","4"
"6434","4"
"6435","4"
"6436","4"
"6437","4"
"6438","4"
"6439","4"
"6440","4"
"6441","4"
"6442","4"
"6443","4"
"6444","4"
"6445","4"
"6446","4"
"6447","4"
"6448","4"
"6449","4"
"6450","4"
"6451","4"
"6452","4"
"6453","4"
"6454","4"
"6455","4"
"6456","4"
"6457","4"
"6458","4"
"6459","4"
"6460","4"
"6461","4"
"6462","4"
"6463","4"
"6464","4"
"6465","4"
"6466","4"
"6467","4"
"6468","4"
"6469","4"
"6470","4"
"6471","4"
"6472","4"
"6473","4"
"6474","4"
"6475","4"
"6476","4"
"6477","4"
"6478","4"
"6479","4"
"6480","4"
"6481","4"
"6482","4"
"6483","4"
"6484","4"
"6485","4"
"6486","4"
"6487","4"
"6488","4"
"6489","4"
"6490","4"
"6491","4"
"6492","4"
"6493","4"
"6494","4"
"6495","4"
"6496","4"
"6497","4"
"6498","4"
"6499","4"
"6500","4"
"6501","4"
"6502","4"
"6503","4"
"6504","4"
"6505","4"
"6506","4"
"6507","4"
"6508","4"
"6509","4"
"6510","4"
"6511","4"
"6512","4"
"6513","4"
"6514","1"
"6515","1"
"6516","4"
"6517","4"
"6518","4"
"6519","4"
"6520","4"
"6521","4"
"6522","4"
"6523","4"
"6524","4"
"6525","4"
"6526","4"
"6527","4"
"6528","4"
"6529","4"
"6530","4"
"6531","4"
"6532","4"
"6533","4"
"6534","4"
"6535","4"
"6536","4"
"6537","4"
"6538","4"
"6539","4"
"6540","1"
"6541","4"
"6542","4"
"6543","4"
"6544","4"
"6545","4"
"6546","4"
"6547","4"
"6548","4"
"6549","4"
"6550","4"
"6551","4"
"6552","4"
"6553","4"
"6554","4"
"6555","4"
"6556","4"
"6557","4"
"6558","4"
"6559","4"
"6560","4"
"6561","4"
"6562","1"
"6563","4"
"6564","4"
"6565","4"
"6566","4"
"6567","4"
"6568","4"
"6569","4"
"6570","4"
"6571","4"
"6572","4"
"6573","4"
"6574","4"
"6575","4"
"6576","4"
"6577","4"
"6578","4"
"6579","4"
"6580","4"
"6581","4"
"6582","1"
"6583","1"
"6584","4"
"6585","4"
"6586","4"
"6587","4"
"6588","4"
"6589","4"
"6590","4"
"6591","4"
"6592","4"
"6593","4"
"6594","4"
"6595","4"
"6596","4"
"6597","4"
"6598","4"
"6599","4"
"6600","4"
"6601","4"
"6602","4"
"6603","1"
"6604","1"
"6605","4"
"6606","4"
"6607","4"
"6608","4"
"6609","4"
"6610","4"
"6611","4"
"6612","4"
"6613","4"
"6614","4"
"6615","4"
"6616","4"
"6617","4"
"6618","4"
"6619","4"
"6620","4"
"6621","4"
"6622","4"
"6623","4"
"6624","4"
"6625","4"
"6626","4"
"6627","4"
"6628","4"
"6629","4"
"6630","4"
"6631","4"
"6632","4"
"6633","4"
"6634","4"
"6635","4"
"6636","2"
"6637","4"
"6638","4"
"6639","4"
"6640","4"
"6641","4"
"6642","4"
"6643","4"
"6644","4"
"6645","1"
"6646","1"
"6647","4"
"6648","4"
"6649","4"
"6650","4"
"6651","4"
"6652","4"
"6653","4"
"6654","4"
"6655","4"
"6656","4"
"6657","4"
"6658","4"
"6659","4"
"6660","4"
"6661","4"
"6662","4"
"6663","4"
"6664","4"
"6665","4"
"6666","4"
"6667","4"
"6668","4"
"6669","4"
"6670","4"
"6671","4"
"6672","4"
"6673","4"
"6674","4"
"6675","4"
"6676","4"
"6677","4"
"6678","4"
"6679","4"
"6680","4"
"6681","4"
"6682","4"
"6683","4"
"6684","4"
"6685","4"
"6686","4"
"6687","4"
"6688","1"
"6689","4"
"6690","4"
"6691","4"
"6692","4"
"6693","4"
"6694","4"
"6695","4"
"6696","4"
"6697","4"
"6698","4"
"6699","4"
"6700","4"
"6701","4"
"6702","4"
"6703","4"
"6704","4"
"6705","4"
"6706","4"
"6707","4"
"6708","4"
"6709","1"
"6710","1"
"6711","4"
"6712","4"
"6713","4"
"6714","4"
"6715","4"
"6716","4"
"6717","4"
"6718","4"
"6719","4"
"6720","4"
"6721","4"
"6722","4"
"6723","4"
"6724","3"
"6725","4"
"6726","4"
"6727","4"
"6728","4"
"6729","1"
"6730","1"
"6731","1"
"6732","4"
"6733","4"
"6734","4"
"6735","4"
"6736","4"
"6737","4"
"6738","4"
"6739","4"
"6740","4"
"6741","4"
"6742","4"
"6743","4"
"6744","4"
"6745","4"
"6746","4"
"6747","4"
"6748","4"
"6749","1"
"6750","1"
"6751","4"
"6752","4"
"6753","4"
"6754","4"
"6755","4"
"6756","4"
"6757","4"
"6758","4"
"6759","4"
"6760","4"
"6761","4"
"6762","4"
"6763","4"
"6764","4"
"6765","4"
"6766","4"
"6767","4"
"6768","4"
"6769","4"
"6770","4"
"6771","1"
"6772","4"
"6773","4"
"6774","4"
"6775","4"
"6776","4"
"6777","4"
"6778","4"
"6779","4"
"6780","4"
"6781","4"
"6782","4"
"6783","4"
"6784","4"
"6785","4"
"6786","4"
"6787","4"
"6788","4"
"6789","4"
"6790","4"
"6791","4"
"6792","1"
"6793","4"
"6794","4"
"6795","4"
"6796","4"
"6797","4"
"6798","4"
"6799","4"
"6800","4"
"6801","4"
"6802","4"
"6803","4"
"6804","4"
"6805","4"
"6806","4"
"6807","4"
"6808","4"
"6809","4"
"6810","4"
"6811","4"
"6812","4"
"6813","4"
"6814","4"
"6815","4"
"6816","4"
"6817","4"
"6818","4"
"6819","4"
"6820","4"
"6821","4"
"6822","4"
"6823","4"
"6824","4"
"6825","4"
"6826","4"
"6827","4"
"6828","4"
"6829","4"
"6830","4"
"6831","4"
"6832","4"
"6833","4"
"6834","4"
"6835","4"
"6836","4"
"6837","4"
"6838","4"
"6839","4"
"6840","4"
"6841","4"
"6842","4"
"6843","4"
"6844","4"
"6845","4"
"6846","4"
"6847","4"
"6848","2"
"6849","4"
"6850","4"
"6851","4"
"6852","4"
"6853","4"
"6854","4"
"6855","4"
"6856","4"
"6857","4"
"6858","4"
"6859","4"
"6860","4"
"6861","4"
"6862","4"
"6863","4"
"6864","4"
"6865","4"
"6866","4"
"6867","4"
"6868","4"
"6869","2"
"6870","4"
"6871","4"
"6872","4"
"6873","4"
"6874","4"
"6875","4"
"6876","4"
"6877","4"
"6878","1"
"6879","4"
"6880","2"
"6881","4"
"6882","4"
"6883","4"
"6884","4"
"6885","4"
